,flick_pitch,flick_time,iteration,jump1_pitch,jump1_time,jump2_pitch,jump2_time,lead_distance,maxSpeed_action,minSpeed_action,result,timestamp
77,-0.33333333333333337,0.35,77.0,-1.0,0.25,1.0,0.02,1000.0,400.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:33:45.839281
78,0.33333333333333326,0.15,78.0,0.33333333333333326,0.15000000000000002,1.0,0.22,700.0,600.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:34:56.383869
79,-1.0,0.55,79.0,0.33333333333333326,0.15000000000000002,-1.0,0.22,1300.0,400.0,350.0,"[FAIL: Timeout, FAIL: Timeout, PASS: Fast, FAIL: Timeout, PASS: Fast]",2020-12-19 06:35:53.043038
80,1.0,0.55,80.0,1.0,0.15000000000000002,1.0,0.22,1000.0,450.0,0.0,"[FAIL: NoTouch, FAIL: Timeout, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:37:03.654321
81,-1.0,0.15,81.0,-1.0,0.05,-1.0,0.12000000000000001,1000.0,600.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, FAIL: Timeout, PASS: Fast]",2020-12-19 06:37:59.493463
82,1.0,0.15,82.0,1.0,0.25,-1.0,0.22,400.0,400.0,350.0,"[FAIL: NoTouch, FAIL: Timeout, PASS: Fast, FAIL: Timeout, PASS: Fast]",2020-12-19 06:38:55.838469
83,-0.33333333333333337,0.15,83.0,-0.33333333333333337,0.15000000000000002,-0.33333333333333337,0.22,1000.0,50.0,0.0,"[FAIL: NoTouch, FAIL: NoTouch, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:39:49.990532
84,-1.0,0.55,84.0,-1.0,0.15000000000000002,-0.33333333333333337,0.12000000000000001,1300.0,50.0,0.0,"[FAIL: Timeout, FAIL: Timeout, PASS: Fast, PASS: Fast, FAIL: Timeout]",2020-12-19 06:40:44.006757
85,-1.0,0.35,85.0,-0.33333333333333337,0.15000000000000002,1.0,0.12000000000000001,1000.0,600.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch, FAIL: NoTouch]",2020-12-19 06:41:54.554411
86,1.0,0.55,86.0,-0.33333333333333337,0.25,-0.33333333333333337,0.12000000000000001,1300.0,800.0,350.0,"[FAIL: NoTouch, FAIL: NoTouch, FAIL: Timeout, FAIL: Timeout, FAIL: NoTouch]",2020-12-19 06:43:05.065437
